S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
1818,03-04-2020,Goa,6,6,0,0
1819,04-04-2020,Goa,6,6,0,0
1820,05-04-2020,Goa,7,7,0,0
1821,06-04-2020,Goa,7,7,0,0
1822,07-04-2020,Goa,7,7,0,0
1823,08-04-2020,Goa,7,7,0,0
1824,09-04-2020,Goa,7,7,0,0
1825,10-04-2020,Goa,7,7,0,0
1826,11-04-2020,Goa,7,6,1,0
1827,12-04-2020,Goa,7,2,5,0
1828,13-04-2020,Goa,7,2,5,0
1829,14-04-2020,Goa,7,2,5,0
1830,15-04-2020,Goa,7,2,5,0
1831,16-04-2020,Goa,7,2,5,0
1832,17-04-2020,Goa,7,1,6,0
1833,18-04-2020,Goa,7,1,6,0
1834,19-04-2020,Goa,7,1,6,0
1835,20-04-2020,Goa,7,0,7,0
1836,21-04-2020,Goa,7,0,7,0
1837,22-04-2020,Goa,7,0,7,0
1838,23-04-2020,Goa,7,0,7,0
1839,24-04-2020,Goa,7,0,7,0
1840,25-04-2020,Goa,7,0,7,0
1841,26-04-2020,Goa,7,0,7,0
1842,27-04-2020,Goa,7,0,7,0
1843,28-04-2020,Goa,7,0,7,0
1844,29-04-2020,Goa,7,0,7,0
1845,30-04-2020,Goa,7,0,7,0
1846,01-05-2020,Goa,7,0,7,0
1847,02-05-2020,Goa,7,0,7,0
1848,03-05-2020,Goa,7,0,7,0
1849,04-05-2020,Goa,7,0,7,0
1850,05-05-2020,Goa,7,0,7,0
1851,06-05-2020,Goa,7,0,7,0
1852,07-05-2020,Goa,7,0,7,0
1853,08-05-2020,Goa,7,0,7,0
1854,09-05-2020,Goa,7,0,7,0
1855,10-05-2020,Goa,7,0,7,0
1856,11-05-2020,Goa,7,0,7,0
1857,12-05-2020,Goa,7,0,7,0
1858,13-05-2020,Goa,7,0,7,0
1859,14-05-2020,Goa,7,0,7,0
1860,15-05-2020,Goa,14,7,7,0
1861,16-05-2020,Goa,15,8,7,0
1862,17-05-2020,Goa,17,10,7,0
1863,18-05-2020,Goa,29,22,7,0
1864,19-05-2020,Goa,38,31,7,0
1865,20-05-2020,Goa,46,39,7,0
1866,21-05-2020,Goa,50,43,7,0
1867,22-05-2020,Goa,52,45,7,0
1868,23-05-2020,Goa,54,38,16,0
1869,24-05-2020,Goa,55,39,16,0
1870,25-05-2020,Goa,66,47,19,0
1871,26-05-2020,Goa,67,48,19,0
1872,27-05-2020,Goa,67,39,28,0
1873,28-05-2020,Goa,68,31,37,0
1874,29-05-2020,Goa,69,31,38,0
1875,30-05-2020,Goa,69,28,41,0
1876,31-05-2020,Goa,70,29,41,0
1877,01-06-2020,Goa,70,28,42,0
1878,02-06-2020,Goa,71,29,42,0
1879,03-06-2020,Goa,79,22,57,0
1880,04-06-2020,Goa,79,22,57,0
1881,05-06-2020,Goa,166,109,57,0
1882,06-06-2020,Goa,196,131,65,0
1883,07-06-2020,Goa,267,202,65,0
1884,08-06-2020,Goa,300,235,65,0
1885,09-06-2020,Goa,330,263,67,0
1886,10-06-2020,Goa,359,292,67,0
1887,11-06-2020,Goa,387,320,67,0
1888,12-06-2020,Goa,417,350,67,0
1889,13-06-2020,Goa,463,394,69,0
1890,14-06-2020,Goa,523,453,70,0
1891,15-06-2020,Goa,564,490,74,0
1892,16-06-2020,Goa,592,507,85,0
1893,17-06-2020,Goa,629,544,85,0
1894,18-06-2020,Goa,656,560,96,0
1895,19-06-2020,Goa,705,596,109,0
1896,20-06-2020,Goa,725,607,118,0
1897,21-06-2020,Goa,754,625,129,0
1898,22-06-2020,Goa,754,625,129,0
1899,23-06-2020,Goa,864,711,152,1
1900,24-06-2020,Goa,909,703,205,1
1901,25-06-2020,Goa,951,660,289,2
1902,26-06-2020,Goa,995,658,335,2
1903,27-06-2020,Goa,1039,667,370,2
1904,28-06-2020,Goa,1128,706,420,2
1905,29-06-2020,Goa,1198,717,478,3
1906,30-06-2020,Goa,1198,717,478,3
1907,01-07-2020,Goa,1315,716,596,3
1908,02-07-2020,Goa,1387,713,670,4
1909,03-07-2020,Goa,1482,744,734,4
1910,04-07-2020,Goa,1482,744,734,4
1911,05-07-2020,Goa,1684,853,825,6
1912,06-07-2020,Goa,1761,818,936,7
1913,07-07-2020,Goa,1813,745,1061,7
1914,08-07-2020,Goa,1903,739,1156,8
1915,09-07-2020,Goa,2039,824,1207,8
1916,10-07-2020,Goa,2151,869,1273,9
1917,11-07-2020,Goa,2251,895,1347,9
1918,12-07-2020,Goa,2368,928,1428,12
1919,13-07-2020,Goa,2453,952,1487,14
1920,14-07-2020,Goa,2583,1026,1540,17
1921,15-07-2020,Goa,2753,1128,1607,18
1922,16-07-2020,Goa,2951,1259,1674,18
1923,17-07-2020,Goa,3108,1272,1817,19
1924,18-07-2020,Goa,3304,1337,1946,21
1925,19-07-2020,Goa,3484,1425,2038,21
1926,20-07-2020,Goa,3657,1417,2218,22
1927,21-07-2020,Goa,3853,1469,2361,23
1928,22-07-2020,Goa,4027,1552,2449,26
1929,23-07-2020,Goa,4176,1607,2541,28
1930,24-07-2020,Goa,4350,1666,2655,29
1931,25-07-2020,Goa,4540,1646,2865,29
1932,26-07-2020,Goa,4686,1606,3047,33
1933,27-07-2020,Goa,4861,1549,3277,35
1934,28-07-2020,Goa,5119,1673,3410,36
1935,29-07-2020,Goa,5287,1656,3595,36
1936,30-07-2020,Goa,5489,1666,3784,39
1937,31-07-2020,Goa,5704,1657,4005,42
1938,01-08-2020,Goa,5913,1657,4211,45
1939,02-08-2020,Goa,6193,1707,4438,48
1940,03-08-2020,Goa,6530,1809,4668,53
1941,04-08-2020,Goa,6816,1884,4876,56
1942,05-08-2020,Goa,7075,1901,5114,60
1943,06-08-2020,Goa,7423,2072,5287,64
1944,07-08-2020,Goa,7614,2095,5453,66
1945,08-08-2020,Goa,7947,2282,5595,70
1946,09-08-2020,Goa,8206,2332,5802,72
1947,10-08-2020,Goa,8712,2642,5995,75
1948,11-08-2020,Goa,9029,2741,6208,80
1949,12-08-2020,Goa,9444,2878,6480,86
1950,13-08-2020,Goa,9924,3194,6641,89
1951,14-08-2020,Goa,10494,3491,6912,91
1952,15-08-2020,Goa,10970,3720,7157,93
1953,16-08-2020,Goa,11339,3753,7488,98
1954,17-08-2020,Goa,11639,3760,7775,104
1955,18-08-2020,Goa,11994,3825,8058,111
1956,19-08-2020,Goa,12333,3861,8356,116
1957,20-08-2020,Goa,12675,3838,8713,124
1958,21-08-2020,Goa,13099,3910,9063,126
1959,22-08-2020,Goa,13484,3809,9540,135
1960,23-08-2020,Goa,13790,3631,10019,140
1961,24-08-2020,Goa,13999,3383,10472,144
1962,25-08-2020,Goa,14138,3081,10909,148
1963,26-08-2020,Goa,14530,3149,11224,157
1964,27-08-2020,Goa,15027,3351,11511,165
1965,28-08-2020,Goa,15483,3445,11867,171
1966,29-08-2020,Goa,16006,3535,12296,175
1967,30-08-2020,Goa,16553,3646,12729,178
1968,31-08-2020,Goa,17004,3635,13186,183
1969,01-09-2020,Goa,17418,3649,13577,192
1970,02-09-2020,Goa,18006,3962,13850,194
1971,03-09-2020,Goa,18642,4379,14059,204
1972,04-09-2020,Goa,19355,4782,14361,212
1973,05-09-2020,Goa,19863,4896,14747,220
1974,06-09-2020,Goa,20455,4945,15281,229
1975,07-09-2020,Goa,20829,4754,15839,236
1976,08-09-2020,Goa,21173,4501,16427,245
1977,09-09-2020,Goa,21630,4499,16875,256
1978,10-09-2020,Goa,22251,4833,17156,262
1979,11-09-2020,Goa,22890,5030,17592,268
1980,12-09-2020,Goa,23445,5104,18065,276
1981,13-09-2020,Goa,24185,5323,18576,286
1982,14-09-2020,Goa,24592,5173,19129,290
1983,15-09-2020,Goa,24898,4946,19648,304
1984,16-09-2020,Goa,25511,5102,20094,315
1985,17-09-2020,Goa,26139,5375,20445,319
1986,18-09-2020,Goa,26783,5612,20844,327
1987,19-09-2020,Goa,27379,5730,21314,335
1988,20-09-2020,Goa,28022,5920,21760,342
1989,21-09-2020,Goa,28429,5781,22297,351
1990,22-09-2020,Goa,28753,5667,22726,360
1991,20-03-2020,Gujarat,2,2,0,0
1992,21-03-2020,Gujarat,7,7,0,0
1993,22-03-2020,Gujarat,18,17,0,1
1994,23-03-2020,Gujarat,29,28,0,1
1995,24-03-2020,Gujarat,29,28,0,1
1996,25-03-2020,Gujarat,33,32,0,1
1997,26-03-2020,Gujarat,38,36,0,2
1998,27-03-2020,Gujarat,43,40,0,3
1999,28-03-2020,Gujarat,45,42,0,3
2000,29-03-2020,Gujarat,53,49,0,4
2001,30-03-2020,Gujarat,58,52,1,5
2002,31-03-2020,Gujarat,73,64,3,6
2003,01-04-2020,Gujarat,74,63,5,6
2004,02-04-2020,Gujarat,82,71,5,6
2005,03-04-2020,Gujarat,87,72,8,7
2006,04-04-2020,Gujarat,95,76,10,9
2007,05-04-2020,Gujarat,105,81,14,10
2008,06-04-2020,Gujarat,122,93,18,11
2009,07-04-2020,Gujarat,144,110,22,12
2010,08-04-2020,Gujarat,165,127,25,13
2011,09-04-2020,Gujarat,179,138,25,16
2012,10-04-2020,Gujarat,241,198,26,17
2013,11-04-2020,Gujarat,308,258,31,19
2014,12-04-2020,Gujarat,432,366,44,22
2015,13-04-2020,Gujarat,516,447,44,25
2016,14-04-2020,Gujarat,539,459,54,26
2017,15-04-2020,Gujarat,650,563,59,28
2018,16-04-2020,Gujarat,766,669,64,33
2019,17-04-2020,Gujarat,930,821,73,36
2020,18-04-2020,Gujarat,1099,972,86,41
2021,19-04-2020,Gujarat,1376,1230,93,53
2022,20-04-2020,Gujarat,1743,1575,105,63
2023,21-04-2020,Gujarat,1939,1737,131,71
2024,22-04-2020,Gujarat,2178,1949,139,90
2025,23-04-2020,Gujarat,2407,2125,179,103
2026,24-04-2020,Gujarat,2624,2254,258,112
2027,25-04-2020,Gujarat,2815,2423,265,127
2028,26-04-2020,Gujarat,3071,2656,282,133
2029,27-04-2020,Gujarat,3301,2837,313,151
2030,28-04-2020,Gujarat,3548,2992,394,162
2031,29-04-2020,Gujarat,3744,3129,434,181
2032,30-04-2020,Gujarat,4082,3358,527,197
2033,01-05-2020,Gujarat,4395,3568,613,214
2034,02-05-2020,Gujarat,4721,3750,735,236
2035,03-05-2020,Gujarat,5054,3896,896,262
2036,04-05-2020,Gujarat,5428,4096,1042,290
2037,05-05-2020,Gujarat,5804,4290,1195,319
2038,06-05-2020,Gujarat,6245,4496,1381,368
2039,07-05-2020,Gujarat,6625,4729,1500,396
2040,08-05-2020,Gujarat,7012,4878,1709,425
2041,09-05-2020,Gujarat,7402,5081,1872,449
2042,10-05-2020,Gujarat,7796,5233,2091,472
2043,11-05-2020,Gujarat,8194,5156,2545,493
2044,12-05-2020,Gujarat,8541,5248,2780,513
2045,13-05-2020,Gujarat,8903,5120,3246,537
2046,14-05-2020,Gujarat,9267,5139,3562,566
2047,15-05-2020,Gujarat,9591,5252,3753,586
2048,16-05-2020,Gujarat,9931,5290,4035,606
2049,17-05-2020,Gujarat,10988,6055,4308,625
2050,18-05-2020,Gujarat,11379,6221,4499,659
2051,19-05-2020,Gujarat,11745,6247,4804,694
2052,20-05-2020,Gujarat,12140,6378,5043,719
2053,21-05-2020,Gujarat,12537,6569,5219,749
2054,22-05-2020,Gujarat,12905,6644,5488,773
2055,23-05-2020,Gujarat,13268,6586,5880,802
2056,24-05-2020,Gujarat,13664,6666,6169,829
2057,25-05-2020,Gujarat,14056,6786,6412,858
2058,26-05-2020,Gujarat,14460,6936,6636,888
2059,27-05-2020,Gujarat,14821,6767,7139,915
2060,28-05-2020,Gujarat,15195,6708,7549,938
2061,29-05-2020,Gujarat,15562,6599,8003,960
2062,30-05-2020,Gujarat,15934,6343,8611,980
2063,31-05-2020,Gujarat,16343,6106,9230,1007
2064,01-06-2020,Gujarat,16779,5822,9919,1038
2065,02-06-2020,Gujarat,17200,5357,10780,1063
2066,03-06-2020,Gujarat,17617,4631,11894,1092
2067,04-06-2020,Gujarat,18100,4766,12212,1122
2068,05-06-2020,Gujarat,18584,4762,12667,1155
2069,06-06-2020,Gujarat,19094,4901,13003,1190
2070,07-06-2020,Gujarat,19592,5057,13316,1219
2071,08-06-2020,Gujarat,20070,5186,13635,1249
2072,09-06-2020,Gujarat,20545,5309,13956,1280
2073,10-06-2020,Gujarat,21014,5336,14365,1313
2074,11-06-2020,Gujarat,21521,5439,14735,1347
2075,12-06-2020,Gujarat,22032,5546,15101,1385
2076,13-06-2020,Gujarat,22527,5619,15493,1415
2077,14-06-2020,Gujarat,23038,5707,15883,1448
2078,15-06-2020,Gujarat,23544,5742,16325,1477
2079,16-06-2020,Gujarat,24055,5886,16664,1505
2080,17-06-2020,Gujarat,24577,5962,17082,1533
2081,18-06-2020,Gujarat,25093,6103,17430,1560
2082,19-06-2020,Gujarat,25601,6191,17819,1591
2083,20-06-2020,Gujarat,26141,6364,18159,1618
2084,21-06-2020,Gujarat,26680,6348,18694,1638
2085,22-06-2020,Gujarat,27260,6248,19349,1663
2086,23-06-2020,Gujarat,27825,6232,19909,1684
2087,24-06-2020,Gujarat,28371,6148,20513,1710
2088,25-06-2020,Gujarat,28943,6120,21088,1735
2089,26-06-2020,Gujarat,29520,6269,21498,1753
2090,27-06-2020,Gujarat,30095,6294,22030,1771
2091,28-06-2020,Gujarat,30709,6511,22409,1789
2092,29-06-2020,Gujarat,31320,6712,22800,1808
2093,30-06-2020,Gujarat,31938,6871,23240,1827
2094,01-07-2020,Gujarat,32557,7049,23662,1846
2095,02-07-2020,Gujarat,33232,7335,24030,1867
2096,03-07-2020,Gujarat,33913,7434,24593,1886
2097,04-07-2020,Gujarat,34600,7763,24933,1904
2098,05-07-2020,Gujarat,35312,7981,25406,1925
2099,06-07-2020,Gujarat,36037,8202,25892,1943
2100,07-07-2020,Gujarat,36772,8497,26315,1960
2101,08-07-2020,Gujarat,37550,8853,26720,1977
2102,09-07-2020,Gujarat,38333,9051,27289,1993
2103,10-07-2020,Gujarat,39194,9468,27718,2008
2104,11-07-2020,Gujarat,40069,9900,28147,2022
2105,12-07-2020,Gujarat,40941,10260,28649,2032
2106,13-07-2020,Gujarat,41820,10613,29162,2045
2107,14-07-2020,Gujarat,42722,10897,29770,2055
2108,15-07-2020,Gujarat,43637,11065,30503,2069
2109,16-07-2020,Gujarat,44552,11187,31286,2079
2110,17-07-2020,Gujarat,45481,11289,32103,2089
2111,18-07-2020,Gujarat,46430,11351,32973,2106
2112,19-07-2020,Gujarat,47390,11233,34035,2122
2113,20-07-2020,Gujarat,48355,11312,34901,2142
2114,21-07-2020,Gujarat,49353,11513,35678,2162
2115,22-07-2020,Gujarat,50379,11760,36423,2196
2116,23-07-2020,Gujarat,51399,11915,37260,2224
2117,24-07-2020,Gujarat,52477,12247,37978,2252
2118,25-07-2020,Gujarat,53545,12418,38849,2278
2119,26-07-2020,Gujarat,54626,12695,39631,2300
2120,27-07-2020,Gujarat,55822,13131,40365,2326
2121,28-07-2020,Gujarat,56874,13146,41380,2348
2122,29-07-2020,Gujarat,57982,13198,42412,2372
2123,30-07-2020,Gujarat,59126,13535,43195,2396
2124,31-07-2020,Gujarat,60285,13793,44074,2418
2125,01-08-2020,Gujarat,61438,14090,44907,2441
2126,02-08-2020,Gujarat,62463,14300,45699,2464
2127,03-08-2020,Gujarat,63562,14572,46504,2486
2128,04-08-2020,Gujarat,64585,14599,47478,2508
2129,05-08-2020,Gujarat,65599,14690,48376,2533
2130,06-08-2020,Gujarat,66669,14680,49433,2556
2131,07-08-2020,Gujarat,67699,14766,50350,2583
2132,08-08-2020,Gujarat,68768,14443,51720,2605
2133,09-08-2020,Gujarat,69869,14386,52855,2628
2134,10-08-2020,Gujarat,70965,14147,54166,2652
2135,11-08-2020,Gujarat,72031,14055,55304,2672
2136,12-08-2020,Gujarat,73163,14024,56444,2695
2137,13-08-2020,Gujarat,74318,14184,57421,2713
2138,14-08-2020,Gujarat,75408,14210,58467,2731
2139,15-08-2020,Gujarat,76480,14196,59538,2746
2140,16-08-2020,Gujarat,77559,14241,60553,2765
2141,17-08-2020,Gujarat,78680,14383,61512,2785
2142,18-08-2020,Gujarat,79710,14315,62595,2800
2143,19-08-2020,Gujarat,80802,14279,63703,2820
2144,20-08-2020,Gujarat,81942,14282,64823,2837
2145,21-08-2020,Gujarat,83107,14308,65946,2853
2146,22-08-2020,Gujarat,84311,14177,67267,2867
2147,23-08-2020,Gujarat,85523,14399,68243,2881
2148,24-08-2020,Gujarat,86624,14517,69212,2895
2149,25-08-2020,Gujarat,87691,14552,70231,2908
2150,26-08-2020,Gujarat,88805,14641,71236,2928
2151,27-08-2020,Gujarat,89994,14767,72282,2945
2152,28-08-2020,Gujarat,91179,14742,73475,2962
2153,29-08-2020,Gujarat,92452,14951,74525,2976
2154,30-08-2020,Gujarat,93734,15109,75636,2989
2155,31-08-2020,Gujarat,95009,15272,76731,3006
2156,01-09-2020,Gujarat,96300,15524,77756,3020
2157,02-09-2020,Gujarat,97629,15708,78887,3034
2158,03-09-2020,Gujarat,98888,15913,79929,3046
2159,04-09-2020,Gujarat,100213,16096,81055,3062
2160,05-09-2020,Gujarat,101533,16184,82273,3076
2161,06-09-2020,Gujarat,102844,16334,83419,3091
2162,07-09-2020,Gujarat,104179,16443,84631,3105
2163,08-09-2020,Gujarat,105509,16482,85907,3120
2164,09-09-2020,Gujarat,106804,16319,87352,3133
2165,10-09-2020,Gujarat,108133,16296,88688,3149
2166,11-09-2020,Gujarat,109465,16198,90103,3164
2167,12-09-2020,Gujarat,110809,16286,91343,3180
2168,13-09-2020,Gujarat,112174,16301,92678,3195
2169,14-09-2020,Gujarat,113500,16407,93883,3210
2170,15-09-2020,Gujarat,114834,16469,95138,3227
2171,16-09-2020,Gujarat,116183,16357,96582,3244
2172,17-09-2020,Gujarat,117547,16262,98029,3256
2173,18-09-2020,Gujarat,118926,15975,99681,3270
2174,19-09-2020,Gujarat,120336,16076,100974,3286
2175,20-09-2020,Gujarat,121768,16022,102444,3302
2176,21-09-2020,Gujarat,123175,16208,103648,3319
2177,22-09-2020,Gujarat,124605,16305,104964,3336
2178,12-03-2020,Haryana,14,14,0,0
2179,13-03-2020,Haryana,14,14,0,0
2180,14-03-2020,Haryana,14,14,0,0
2181,15-03-2020,Haryana,14,14,0,0
2182,16-03-2020,Haryana,14,14,0,0
2183,17-03-2020,Haryana,15,15,0,0
2184,18-03-2020,Haryana,16,16,0,0
2185,19-03-2020,Haryana,17,17,0,0
2186,20-03-2020,Haryana,17,17,0,0
2187,21-03-2020,Haryana,17,17,0,0
2188,22-03-2020,Haryana,21,21,0,0
2189,23-03-2020,Haryana,26,26,0,0
2190,24-03-2020,Haryana,26,15,11,0
2191,25-03-2020,Haryana,28,17,11,0
2192,26-03-2020,Haryana,30,19,11,0
2193,27-03-2020,Haryana,30,19,11,0
2194,28-03-2020,Haryana,33,21,12,0
2195,29-03-2020,Haryana,33,21,12,0
2196,30-03-2020,Haryana,33,16,17,0
2197,31-03-2020,Haryana,40,19,21,0
2198,01-04-2020,Haryana,43,22,21,0
2199,02-04-2020,Haryana,43,22,21,0
2200,03-04-2020,Haryana,43,22,21,0
2201,04-04-2020,Haryana,49,25,24,0
2202,05-04-2020,Haryana,49,25,24,0
2203,06-04-2020,Haryana,84,58,25,1
2204,07-04-2020,Haryana,90,64,25,1
2205,08-04-2020,Haryana,147,116,28,3
2206,09-04-2020,Haryana,147,116,28,3
2207,10-04-2020,Haryana,169,137,29,3
2208,11-04-2020,Haryana,177,145,29,3
2209,12-04-2020,Haryana,177,145,29,3
2210,13-04-2020,Haryana,185,153,29,3
2211,14-04-2020,Haryana,185,153,29,3
2212,15-04-2020,Haryana,199,162,34,3
2213,16-04-2020,Haryana,205,159,43,3
2214,17-04-2020,Haryana,205,159,43,3
2215,18-04-2020,Haryana,225,179,43,3
2216,19-04-2020,Haryana,225,179,43,3
2217,20-04-2020,Haryana,233,143,87,3
2218,21-04-2020,Haryana,254,124,127,3
2219,22-04-2020,Haryana,254,124,127,3
2220,23-04-2020,Haryana,262,119,140,3
2221,24-04-2020,Haryana,272,113,156,3
2222,25-04-2020,Haryana,272,113,156,3
2223,26-04-2020,Haryana,289,110,176,3
2224,27-04-2020,Haryana,289,110,176,3
2225,28-04-2020,Haryana,296,110,183,3
2226,29-04-2020,Haryana,310,98,209,3
2227,30-04-2020,Haryana,310,98,209,3
2228,01-05-2020,Haryana,313,101,209,3
2229,02-05-2020,Haryana,360,129,227,4
2230,03-05-2020,Haryana,360,129,227,4
2231,04-05-2020,Haryana,442,192,245,5
2232,05-05-2020,Haryana,517,257,254,6
2233,06-05-2020,Haryana,548,286,256,6
2234,07-05-2020,Haryana,594,327,260,7
2235,08-05-2020,Haryana,625,358,260,7
2236,09-05-2020,Haryana,647,360,279,8
2237,10-05-2020,Haryana,675,376,290,9
2238,11-05-2020,Haryana,703,393,300,10
2239,12-05-2020,Haryana,730,382,337,11
2240,13-05-2020,Haryana,780,427,342,11
2241,14-05-2020,Haryana,793,364,418,11
2242,15-05-2020,Haryana,818,368,439,11
2243,16-05-2020,Haryana,818,368,439,11
2244,17-05-2020,Haryana,887,360,514,13
2245,18-05-2020,Haryana,910,334,562,14
2246,19-05-2020,Haryana,928,316,598,14
2247,20-05-2020,Haryana,964,323,627,14
2248,21-05-2020,Haryana,993,331,648,14
2249,22-05-2020,Haryana,1031,335,681,15
2250,23-05-2020,Haryana,1067,345,706,16
2251,24-05-2020,Haryana,1131,365,750,16
2252,25-05-2020,Haryana,1184,403,765,16
2253,26-05-2020,Haryana,1184,403,765,16
2254,27-05-2020,Haryana,1305,464,824,17
2255,28-05-2020,Haryana,1381,525,838,18
2256,29-05-2020,Haryana,1504,604,881,19
2257,30-05-2020,Haryana,1721,762,940,19
2258,31-05-2020,Haryana,1923,932,971,20
2259,01-06-2020,Haryana,2091,1023,1048,20
2260,02-06-2020,Haryana,2356,1280,1055,21
2261,03-06-2020,Haryana,2652,1560,1069,23
2262,04-06-2020,Haryana,2954,1842,1089,23
2263,05-06-2020,Haryana,3281,1123,2134,24
2264,06-06-2020,Haryana,3597,1439,2134,24
2265,07-06-2020,Haryana,3952,1794,2134,24
2266,08-06-2020,Haryana,4448,2286,2134,28
2267,09-06-2020,Haryana,4854,2681,2134,39
2268,10-06-2020,Haryana,5209,3030,2134,45
2269,11-06-2020,Haryana,5579,3339,2188,52
2270,12-06-2020,Haryana,5968,3644,2260,64
2271,13-06-2020,Haryana,6334,3789,2475,70
2272,14-06-2020,Haryana,6749,3868,2803,78
2273,15-06-2020,Haryana,7208,4117,3003,88
2274,16-06-2020,Haryana,7722,4057,3565,100
2275,17-06-2020,Haryana,8272,4406,3748,118
2276,18-06-2020,Haryana,8832,4750,3952,130
2277,19-06-2020,Haryana,9218,4528,4556,134
2278,20-06-2020,Haryana,9743,4710,4889,144
2279,21-06-2020,Haryana,10223,4946,5128,149
2280,22-06-2020,Haryana,10635,4918,5557,160
2281,23-06-2020,Haryana,11025,4940,5916,169
2282,24-06-2020,Haryana,11520,4844,6498,178
2283,25-06-2020,Haryana,12010,4897,6925,188
2284,26-06-2020,Haryana,12463,4885,7380,198
2285,27-06-2020,Haryana,12884,4657,8016,211
2286,28-06-2020,Haryana,13427,4737,8472,218
2287,29-06-2020,Haryana,13829,4689,8917,223
2288,30-06-2020,Haryana,14210,4476,9502,232
2289,01-07-2020,Haryana,14548,4340,9972,236
2290,02-07-2020,Haryana,14941,4202,10499,240
2291,03-07-2020,Haryana,15509,4239,11019,251
2292,04-07-2020,Haryana,16003,4057,11691,255
2293,05-07-2020,Haryana,16548,4031,12257,260
2294,06-07-2020,Haryana,17005,3796,12944,265
2295,07-07-2020,Haryana,17504,3893,13335,276
2296,08-07-2020,Haryana,17999,4075,13645,279
2297,09-07-2020,Haryana,18690,4302,14106,282
2298,10-07-2020,Haryana,19369,4572,14510,287
2299,11-07-2020,Haryana,19934,4740,14904,290
2300,12-07-2020,Haryana,20582,4891,15394,297
2301,13-07-2020,Haryana,21240,4956,15983,301
2302,14-07-2020,Haryana,21894,4984,16602,308
2303,15-07-2020,Haryana,22628,5226,17090,312
2304,16-07-2020,Haryana,23306,5320,17667,319
2305,17-07-2020,Haryana,24002,5495,18185,322
2306,18-07-2020,Haryana,24797,5752,18718,327
2307,19-07-2020,Haryana,25547,5885,19318,344
2308,20-07-2020,Haryana,26164,6022,19793,349
2309,21-07-2020,Haryana,26858,6277,20226,355
2310,22-07-2020,Haryana,27462,6146,20952,364
2311,23-07-2020,Haryana,28186,6117,21697,372
2312,24-07-2020,Haryana,28975,6348,22249,378
2313,25-07-2020,Haryana,29755,6420,22953,382
2314,26-07-2020,Haryana,30538,6495,23654,389
2315,27-07-2020,Haryana,31332,6556,24384,392
2316,28-07-2020,Haryana,32127,6684,25046,397
2317,29-07-2020,Haryana,32876,6712,25758,406
2318,30-07-2020,Haryana,33631,6798,26420,413
2319,31-07-2020,Haryana,34254,6497,27340,417
2320,01-08-2020,Haryana,34965,6317,28227,421
2321,02-08-2020,Haryana,35758,6250,29080,428
2322,03-08-2020,Haryana,36519,6396,29690,433
2323,04-08-2020,Haryana,37173,6263,30470,440
2324,05-08-2020,Haryana,37796,6122,31226,448
2325,06-08-2020,Haryana,38548,6133,31960,455
2326,07-08-2020,Haryana,39303,6205,32640,458
2327,08-08-2020,Haryana,40054,6143,33444,467
2328,09-08-2020,Haryana,40843,6338,34031,474
2329,10-08-2020,Haryana,41635,6371,34781,483
2330,11-08-2020,Haryana,42429,6448,35492,489
2331,12-08-2020,Haryana,43227,6645,36082,500
2332,13-08-2020,Haryana,44024,6827,36694,503
2333,14-08-2020,Haryana,44817,6820,37486,511
2334,15-08-2020,Haryana,45614,6748,38348,518
2335,16-08-2020,Haryana,46410,6943,38939,528
2336,17-08-2020,Haryana,47153,7014,39601,538
2337,18-08-2020,Haryana,48040,6880,40610,550
2338,19-08-2020,Haryana,48936,7081,41298,557
2339,20-08-2020,Haryana,49930,7307,42056,567
2340,21-08-2020,Haryana,50926,7555,42793,578
2341,22-08-2020,Haryana,52129,8131,43413,585
